Date,Open,High,Low,Close,Volume,Market Cap
Jun-29-2022,0.9987165000415203,1.0011756548625057,0.9955769444963096,0.9979515760439346,5357728.337871287,169438344.36491036
Jun-28-2022,0.9996997582066526,1.001033173555122,0.9976482697944602,0.9984688614730292,7342994.085106383,172662915.72449452
Jun-27-2022,1.0055501765133503,1.0067061855412949,0.9994510547888068,0.9997805129042812,4432005.193415638,180589457.1765133
Jun-26-2022,1.0009803587414867,1.0088718202022404,0.99671089805575,1.00480025862431,2079428.4874476988,177085288.81011993
Jun-25-2022,1.004752330076903,1.0143414355848783,1.0003984278373057,1.000799768455881,2424128.261235955,178914356.23782086
Jun-24-2022,1.0035398282242416,1.0068226784024916,1.0016435352997703,1.004740544964292,3204502.5072580646,178533668.33338067
Jun-23-2022,1.0048505180684255,1.006270783187406,0.9996835091146816,1.0056846441999387,2703721.5129310344,179238633.87448746
Jun-22-2022,1.004062069881036,1.013155454175509,1.001701630092699,1.0048505180684255,2286378.2315175096,181065143.43308365
Jun-21-2022,1.010806277599251,1.013079190073629,1.003340528889809,1.003340528889809,1891740.8069767442,181283048.04587814
Jun-20-2022,1.0044389774091298,1.0110074617430769,1.0033008702784,1.0110074617430769,2367616.6953125,179786670.95431307
Jun-19-2022,1.0046448605997615,1.0086231037489082,1.0024976035334867,1.0044389774091298,2035577.4007201646,183003903.93923423
Jun-18-2022,1.001743713018337,1.0061896550783056,1.0008631049552492,1.0057936097072997,4361204.103544776,209461173.79324374
Jun-17-2022,1.0016488651786954,1.0051501008306836,1.0000769135406191,1.001743713018337,4647683.053409091,276993167.6155913
Jun-16-2022,0.9995074523316824,1.0030651805678292,0.998919016677948,1.0016488651786954,7189656.336575875,309319909.0538828
Jun-15-2022,1.002912988337892,1.0052387084346397,0.9978117453634958,1.0000608724082698,4477641.344318182,400577296.5213686
Jun-14-2022,1.0040322059065054,1.0059181194126368,1.001579720002763,1.0025115372534277,4953774.331111111,408798450.0912303
Jun-13-2022,1.0030335356949618,1.0065464501850672,0.9996570895733086,1.0035237735629294,10061337.551569507,298059915.97749037
Jun-12-2022,1.0008532573403457,1.0205189945445234,0.9998210600392152,1.0027164410149367,16025537.847916666,275947805.65642846
Jun-11-2022,1.0013121128142897,1.0026960293896008,0.9996844025706628,1.001057009343141,2242279.0566666666,275865358.18875474
Jun-10-2022,1.0010081712485823,1.003043552872284,0.9995035655378472,0.9999112872459346,2004849.4824144486,278103392.38497716
Jun-09-2022,1.0013619618616891,1.0030944212603354,0.9999741374148576,1.0010081712485823,3210512.1807228914,277443838.9227616
Jun-08-2022,1.0013531273517704,1.0036098007181713,1.0007516472368816,1.0018923108655713,4273260.062790697,265174927.87381402
Jun-07-2022,1.0010617192123956,1.0016688226292256,0.9986635925290928,1.0013531273517704,2949962.6098039215,254923648.22555012
Jun-06-2022,0.9991451315990416,1.0016210020714498,0.9986347426904963,1.0010617192123956,3360249.805263158,248216182.98146096
Jun-05-2022,1.0011924450355725,1.0015050793036362,0.9990542421139113,0.9991451315990416,4532194.044520548,242409970.70691678
Jun-04-2022,1.0033803826866257,1.004728696832036,1.001022075539877,1.00131240267073,3046378.6390449437,243716904.4642416
Jun-03-2022,0.9998384654837216,1.0043860638724251,0.999088758053894,1.0038194663517543,1572735.688301282,243805867.2626065
Jun-02-2022,1.0023127220059338,1.0025476374870654,0.9989102179550752,0.9995109132041616,7875236.933108108,245320546.66287285
Jun-01-2022,0.998179107679803,1.002896334323083,0.9981707004180844,1.0024976923572098,3106006.415948276,286471171.76267385
May-31-2022,1.0023001263797309,1.0023001263797309,0.997323454619998,0.9987523843953986,1971451.380580357,299698454.4786857
May-30-2022,1.001837669482763,1.003538260229317,1.0008972125246407,1.0023001263797309,2234893.225,300210289.8180478
May-29-2022,1.0018243836820788,1.0048105700444716,0.9990601806626596,1.001985184197356,2462080.493090452,293438286.52004105
May-28-2022,1.0038597073749027,1.0065508095427618,1.000963584454757,1.0018243836820788,1820868.518,282913721.9130478
May-27-2022,1.0037517126367397,1.0059942511650697,0.9977239002176964,1.004986245493996,5212555.896118722,281238777.1258522
May-26-2022,1.0003877731626922,1.0134822580260034,0.9986786706522892,1.0038500804437316,4062666.960869565,284681810.7503279
May-25-2022,1.001180490073142,1.0038214730926052,0.9979259669884556,1.0010979007551015,1653727.9427083333,277879332.7463616
May-24-2022,1.000495382690444,1.0021237637550224,0.9993163256527589,1.001180490073142,3534324.1784090907,273057285.5711171
May-23-2022,1.0002375914127,1.0038748673286382,0.9999718494087044,1.000495382690444,4548791.938679245,261417969.33072874
May-22-2022,1.0016397704971682,1.0028769373227482,0.996605914464626,1.0002375914127,1707451.7338917525,252980267.75400496
May-21-2022,1.001717883165185,1.0063848619254554,0.9998186293937752,1.0036739638650805,1518572.7880434783,251042689.22562096
May-20-2022,1.002033950430422,1.0032560937535266,1.0001037098278704,1.0021387037450822,4359927.030232558,248272709.92341143
May-19-2022,1.0026238239418237,1.0038542128542365,1.0007108995061809,1.002033950430422,5673830.993775934,242353678.89431614
May-18-2022,1.0004396219071636,1.0040579978178934,0.9984657024397288,1.0026238239418237,2766130.0510638296,231321486.82788542
May-17-2022,1.0029403699637391,1.0057688805836256,1.000993394949164,1.0014588907609,5660358.425595238,232088504.1134895
May-16-2022,1.002838323889472,1.0045568915931171,1.0015047679919742,1.0032954675597408,9689985.868852459,195608473.78755
May-15-2022,1.0022788906676114,1.003700657357084,1.000220357955476,1.0031528820433344,5463596.7191011235,254389436.13007158
May-14-2022,1.0011087397155454,1.004244375617681,1.000247742798162,1.0022942211232355,4853562.660714285,277715678.29405355
May-13-2022,1.0006505757720918,1.0028677166977944,0.9987854466723528,1.0014753263395988,7755239.497109827,277321205.3412817
May-12-2022,1.0024496199015895,1.003677860755038,0.9980176153503956,1.0006505757720918,22431780.651960783,228255479.34715626
May-11-2022,1.0019416042638425,1.013811203264048,0.9989172031765088,1.002718723418388,36681308.34817814,256430948.80219907
May-10-2022,1.0001820721253007,1.0060964255848046,0.999019977152254,1.0019416042638425,7326369.662790698,249538395.57386467
May-09-2022,0.9969511139848108,1.0010668876824678,0.99631759859766,1.0003243876915504,7297819.126033057,194524060.05296534
May-08-2022,0.9984588230028388,1.0010136117439543,0.9970141981693666,0.9970141981693666,11782783.594871795,194718222.50577712
May-07-2022,1.0018469461158075,1.0023039216893634,0.9983922029949178,0.9983922029949178,11125499.667763159,201537080.37253606
May-06-2022,1.0025208259175178,1.0069098153234344,0.9998362483151788,1.0018469461158075,2646062.5018315017,199644744.39599112
May-05-2022,0.9997734731185796,1.002969099126829,0.999118816636596,1.0025208259175178,9719942.213740459,200270192.98406574
May-04-2022,1.0011434289607024,1.0014233828139625,0.9974715752346354,0.9997734731185796,6190031.5215517245,207100223.10887727
May-03-2022,0.9996636594868216,1.0022668941320536,0.9993918555588212,1.001233048174352,5023948.878612717,221461917.8568413
May-02-2022,0.99693256683029,1.0004683641571328,0.9964019410551256,0.9996636594868216,3657367.722587719,215567342.47756258
May-01-2022,1.0000198311106148,1.000472259700318,0.9966183672769972,0.99693256683029,3583969.681428571,217195470.75698683
Apr-30-2022,0.9973753499661678,1.0001076809955096,0.9968443252342044,0.9991799592267496,3109752.1030150754,216314998.4194881
Apr-29-2022,0.997641583489727,0.9994437830403412,0.9971542105131904,0.9983473306761688,2481308.4375,211875574.75343603
Apr-28-2022,0.9995761868989724,1.0008102805888746,0.9957274763365016,0.9975552257144568,3491805.9684684686,203649808.80918086
Apr-27-2022,0.9988014175885892,1.0025860080810318,0.9974897580211424,0.9995761868989724,3538726.5856227106,208860142.39966434
Apr-26-2022,0.998717664282862,0.99913715636239,0.9972587783486568,0.9988014175885892,6178085.850490196,210345646.75934523
Apr-25-2022,0.998116751251297,1.0005247497114784,0.9969883173301376,0.9983613908445746,5222635.682222222,211132891.36850047
Apr-24-2022,0.999338836275554,0.999338836275554,0.9959267125142852,0.9979859399535752,3946728.508116883,230576148.10979056
Apr-23-2022,0.9993258894136576,1.0000951551579262,0.9969350573074184,0.999338836275554,1661997.9579694322,231127430.1521948
Apr-22-2022,0.9981063658733004,1.00063333474337,0.9975814746861696,0.9993258894136576,2328055.926940639,229768685.66875002
Apr-21-2022,0.999031827358528,0.999402418529034,0.9968614991400048,0.9985269024172492,3779396.3494208492,221412704.59273586
Apr-20-2022,0.9985410049511364,0.9992788689151566,0.99688683561648,0.999031827358528,3438247.272727273,215425415.43317756
Apr-19-2022,0.9994541927213524,1.0005783745771806,0.9972600454300458,0.9989132242466876,2889616.299689441,202991014.91158515
Apr-18-2022,0.9970283763765356,1.0003687099683736,0.993610950183916,0.9995948975819972,7477360.707048458,196106090.87121502
Apr-17-2022,0.996778804542548,0.9982019830110216,0.9952580933603332,0.9970701567891824,7246759.82960199,193179662.2231117
Apr-16-2022,0.9980934284268004,0.9993489951379094,0.995988241927512,0.996566863382474,2092106.9812252964,190310478.84332055
Apr-15-2022,1.0007947602092744,1.0017568943069717,0.9969854223954606,0.9980934284268004,2493917.0564903845,187620364.02023187
Apr-14-2022,1.0012363750684377,1.0017991414252614,0.9976270812819802,1.0013531737533743,9127365.925271738,191155295.25248602
Apr-13-2022,1.000510755850848,1.0028191795168353,0.9986374542947264,1.0012363750684377,7539904.540084388,190208487.50154668
Apr-12-2022,0.999376565496702,1.0011852545913549,0.9989657081588756,1.000284333209032,6338650.664864865,220457892.4600268
Apr-11-2022,0.9973049323557576,0.999376565496702,0.9960420987877208,0.999376565496702,5108081.255555555,227748853.90013343
Apr-10-2022,0.996626781252639,0.997984644812644,0.99476910524933,0.9973049323557576,5579113.641552512,236050321.4661319
Apr-09-2022,1.000063277343799,1.000063277343799,1.000063277343799,1.000063277343799,2223485,229360367.3965157
Apr-08-2022,1.0003034088001574,1.0011720396749668,0.9982651539098348,1.000063277343799,5198791.094545455,232248260.50174853
Apr-07-2022,1.0006752644493984,1.0013207841793477,0.9960289748205604,1.0002128863319035,3208602.57010582,237933248.38288468
Apr-06-2022,0.9965901089796116,1.0009737289958442,0.9963852803795044,1.000848485516433,3302272.485645933,263944785.33533427
Apr-05-2022,0.999455937438465,1.0004509246354785,0.9959595518018356,0.9966620197209014,6741453.690944882,259673233.2225395
Apr-04-2022,0.9978905321212744,0.999455937438465,0.9971900727441028,0.999455937438465,4701792.153110048,268128936.65806985
Apr-03-2022,0.997416552245376,0.9990114418501438,0.99456337465658,0.9978955584284258,2437124.536585366,283382399.07066983
