Date,Open,High,Low,Close,Volume,Market Cap
Jun-29-2022,0.08094218974581331,0.08094218974581331,0.04188746788391341,0.047204552814266026,810171620.2222222,566506803.5477024
Jun-28-2022,0.042437478711826,0.09812385842758936,0.03954723190380646,0.08069599976546833,1110814494.1045296,713546895.2195677
Jun-27-2022,0.020176192839043088,0.04736641678642162,0.01722558177824148,0.04278338655087846,302287257.2222222,307540425.57421774
Jun-26-2022,0.014206710880771922,0.02702721202811851,0.01416952806297818,0.02012158891139466,115914613.69444445,193528449.98848665
Jun-25-2022,0.01047528035321378,0.014895024950173807,0.010234932508324005,0.01429404095444204,23778908.131205674,121362577.07475808
Jun-24-2022,0.009450627343569424,0.010439946519667283,0.009347931866235445,0.01030426790467918,18061034.062043797,101242513.31330164
Jun-23-2022,0.008502239286312772,0.010649956061983146,0.008480348126471545,0.0094463574567794,15331823.292418772,94336047.29029989
Jun-22-2022,0.008108141542024293,0.008640669244653799,0.008097644369646294,0.008519724337689914,11523999.565055761,86394070.89415884
Jun-21-2022,0.008333239117717058,0.008488376565776801,0.00786591925937434,0.008131052149066077,13863407.649253732,83483915.71736605
Jun-20-2022,0.008211870903267533,0.009103617211690904,0.008159716242535264,0.008271862866782173,21204590.2247191,85897043.9214523
Jun-19-2022,0.0081538883610951,0.009613294375292895,0.007570101978288135,0.008171619548134933,31713928.704225354,83121566.38708898
Jun-18-2022,0.006481427226227441,0.010117093252411,0.006282714196438097,0.008139310458241029,12978443.28252788,71038905.31267722
Jun-17-2022,0.007232235756554137,0.007380333471414006,0.0060240724048631145,0.006500711844271328,9487664.089605736,69371030.68416303
Jun-16-2022,0.006981250470608937,0.007708074342651493,0.006878105376217026,0.007215898440570832,9865165.339285715,74520189.9875728
Jun-15-2022,0.007719089428067362,0.008353340502701541,0.006840593388912471,0.0069729915524703685,13312329.050724637,75506114.66609621
Jun-14-2022,0.008067982497298697,0.008182255219660765,0.0067522191470298296,0.007775693743836705,11675118.886925794,76460160.1986171
Jun-13-2022,0.008365989095960525,0.008907028225010457,0.007700742373553696,0.008067982497298697,13774244.451851852,83650177.28543554
Jun-12-2022,0.009885754125808784,0.009885754125808784,0.007983321615763228,0.008249606838812661,23265264.965034965,88598442.18986419
Jun-11-2022,0.008639541876629468,0.01177512432724053,0.00796651698764985,0.009937502377272882,16312813.425,93118756.7633675
Jun-10-2022,0.009650480042743576,0.01007508162502584,0.008572305573283149,0.008679297437775254,12674144.48763251,94950122.2705601
Jun-09-2022,0.011361008587920924,0.01189332171851792,0.009547851028640216,0.009668518293375304,21884240.658536587,106970855.20065275
Jun-08-2022,0.00939002318843274,0.012763521233456442,0.008837269821487748,0.011442213798678984,24924187.524822693,109222555.70895992
Jun-07-2022,0.013145515755498464,0.013205527123895505,0.009304044046550764,0.009304044046550764,18457578.02536232,121366485.20457378
Jun-06-2022,0.015704397445518763,0.015821405388905106,0.013073284102259738,0.013364420760267854,16693881.518115941,148529428.2390461
Jun-05-2022,0.015698919927562744,0.01731852170382157,0.015459367087666471,0.015704397445518763,18633447.391304348,164574358.4557946
Jun-04-2022,0.017661342383722828,0.017811059233668613,0.015448319898860474,0.015709615606378232,20174716.61754386,165176923.57087344
Jun-03-2022,0.019163694718998876,0.01929189081125548,0.017370696961050945,0.017661342383722828,30198858.05734767,187389609.43753874
Jun-02-2022,0.020557968256806315,0.02218985020567149,0.01824673263830008,0.019203149552241023,71052069.11267605,200986118.56218478
Jun-01-2022,0.01608373206861588,0.022331880673922697,0.014807334648514713,0.02114643874310107,36086744.26573426,171255440.05134672
May-31-2022,0.06774984773661628,0.06781948030778484,0.014873928438566318,0.01609800436557052,193198425.23508772,399153567.40925145
