Date,Open,High,Low,Close,Volume,Market Cap
Jun-29-2022,1.0017644703257496,1.0044920717169736,1.0002892755042545,1.0044920717169736,275170038.2222222,6800809540.42953
Jun-28-2022,1.0012697222728828,1.0039438280516837,1.0008083458292338,1.0020128417505971,317376993.1149826,6739566786.637884
Jun-27-2022,1.0013815369550971,1.0026352759106305,1.0006149086634213,1.00133426506667,262393771.05555555,6769640864.783831
Jun-26-2022,1.002031558463961,1.0056985381982957,1.0008901289857044,1.0015922319676038,222564404.94444445,6792256355.165153
Jun-25-2022,1.0017738256890836,1.0032437942413936,0.9877745880733816,1.001944996161832,221823929.66666666,6807581995.585954
Jun-24-2022,1.0010594592153623,1.0031323451854697,1.0006319776714427,1.001602700409491,270018934.3333333,6806801670.33903
Jun-23-2022,1.0010611334902857,1.002524967601427,1.0002675390671796,1.0014903761397662,324708379.2777778,6796641811.389456
Jun-22-2022,1.0020816035015108,1.002693147131832,1.0007430091489522,1.0010528166600188,319323947.7222222,6814889964.621529
Jun-21-2022,1.0010635213328078,1.0025960893062125,1.0005732524917703,1.001521407473766,294254614.5,6795862724.273524
Jun-20-2022,1.0005704060700122,1.0019657402795776,1.000211845804908,1.0008938644077254,338188631.4472727,6759428376.2884445
Jun-19-2022,1.0012881910344908,1.0023169438859003,1.0001273135585258,1.0015033161686424,473930493.4444444,6758274636.322483
Jun-18-2022,1.0010974719795636,1.00261569810816,0.9994720083883504,1.0010164581891172,676389360.5555556,6755647986.865887
Jun-17-2022,1.0005986312840611,1.00241953247808,0.9993389259550306,1.001085976396217,430417445.74216026,6821520543.153995
Jun-16-2022,1.001127152639267,1.0019207942808184,1.000173329375097,1.0006147321109733,372923224.6666667,6758821964.28611
Jun-15-2022,1.0010148974336617,1.0023839608095992,1.000106633080803,1.0011655528980128,574533966.9407666,6759186417.946135
Jun-14-2022,1.001154919422547,1.0033292779490222,0.997098852797367,1.0015314940993665,678202506.5555556,6827330462.156375
Jun-13-2022,1.0022848119694074,1.0028702499952256,0.9988320479914292,1.0009297415518017,864917008.168421,6851848890.117868
Jun-12-2022,1.0004473027559555,1.007236307748675,0.997782784717052,1.0021366475685491,790309989.7622378,6984920877.692779
Jun-11-2022,1.0013433122197304,1.0058189356390304,1.000234257851728,1.000299950512089,331312551.7777778,7017499507.571697
Jun-10-2022,1.0014067630545804,1.0026675615814382,0.999513369643102,1.0012880385287584,267392192.2777778,7044225747.2421875
Jun-09-2022,1.001976412954566,1.0039406131821376,1.0008594413316303,1.0016304246691403,166710866.41666666,7013610413.979638
Jun-08-2022,1.001237115437675,1.0027341050739218,1.0009351097346089,1.0017109599842855,140050071.60701755,6992514148.913266
Jun-07-2022,1.0004853699950356,1.0021033181415355,0.994197986886111,1.0012869657019978,293565974.7605634,6955301494.327085
Jun-06-2022,1.0017813575868415,1.0028082179084017,0.9998615732229404,1.0011115930049126,242109439.7777778,6898409999.730822
Jun-05-2022,1.0009310500044888,1.0023606942945762,1.0002266988876998,1.0015234265619275,197203626.66666666,6855800881.306258
Jun-04-2022,1.0024525486904996,1.008238424051576,0.9982132151229056,1.0009780071895982,181951809.66666666,6839910354.427123
Jun-03-2022,1.0027836684089466,1.0044423110931422,1.0011914600999998,1.0017203055724138,155450082.30555555,6843957532.301684
Jun-02-2022,1.0016109423159658,1.003199495015405,1.00101766468481,1.001829977710317,177093111.16666666,6840608945.075493
Jun-01-2022,1.0013305923696991,1.003347187447111,1.0009282135317146,1.0023262343225172,220655662.1111111,6810471277.912764
May-31-2022,1.001755733351003,1.0029460326154245,1.0007383623754438,1.0016513001435936,170283582.25964913,6793227212.067768
May-30-2022,1.0013696116227355,1.0043956616513496,1.0006208922231392,1.001635554171486,216815353.25,6746080810.222802
May-29-2022,1.002676713374727,1.0046410796773986,1.000937385343996,1.0015550211727442,174817226.20588234,6682515090.506967
May-28-2022,1.0038242276056724,1.0039934007121565,1.0018397286091203,1.0023918151959466,104761919.38697319,6653567381.890557
May-27-2022,1.0025394442506386,1.0045840856673776,1.0018688267321507,1.0038206891458328,251508393.2777778,6638045294.676009
May-26-2022,1.0021877055992507,1.0052400545357294,1.001440614161076,1.0025686350412504,409862253.1111111,6610493046.903396
May-25-2022,1.002164868790495,1.0085011653205032,1.0013300657970328,1.0021119517081554,330967126.8888889,6585633243.449852
May-24-2022,1.001478539941397,1.0043582044887405,1.0010881983250726,1.0032118966979355,250093468,6587456604.435932
May-23-2022,1.003010880583282,1.0049211584872042,1.001207856783165,1.0012243022311684,243292303.55555555,6590577256.795475
May-22-2022,1.001962946193519,1.0063226818460915,1.0011693521706306,1.0035383789466006,189386151.1358885,6574408343.770542
May-21-2022,1.0024325948085298,1.0052932205887186,1.0017493708232004,1.0027779408376776,242963816.2222222,6543215433.260975
May-20-2022,1.001750937993472,1.00317264674338,1.0009918136715727,1.002494238143235,529569063.2222222,6536207452.67841
May-19-2022,1.003475132137443,1.005339771504025,1.0009658204752032,1.0013360068373822,398793135.4444444,6590866438.65013
May-18-2022,1.0024611406490185,1.004481541648303,1.0015657754974234,1.0033032800925852,366581489.9020979,6534688023.776105
May-17-2022,1.0025472975258225,1.0045338062412357,1.0013693555329206,1.0021576361970406,322892622.16027874,6535513008.273913
May-16-2022,1.001522539226684,1.0033567327091666,1.000127621173166,1.002620588374639,326976171.8888889,6485484987.656711
May-15-2022,1.000572499312486,1.0021951060374812,1.000038572078551,1.0016030258229618,564980727.0555556,6439708472.360894
May-14-2022,1.001202332238646,1.0017885942905416,1.0001567834937295,1.0006186419723797,577069197.5555556,6429654556.741624
May-13-2022,1.0011491282452754,1.0042128440660816,1.000288852989041,1.0016602715270415,527338177.3333333,6403366454.346537
May-12-2022,1.0018879950634818,1.003121059345765,1.0005112123496906,1.0014521587297798,1825801438.6666667,6440167427.500276
May-11-2022,1.0019248982714035,1.0361372765633377,0.998215044298694,1.0019925375457617,3018043484.4444447,6462184389.383523
May-10-2022,1.0078203142055482,1.012308568558115,0.9912951573330282,1.002119769686422,979823746.2299652,7105946595.287627
May-09-2022,0.9920710956917403,1.01080089994374,0.9901555915813086,1.0078630420210517,1035707174.4444444,7442805624.656915
May-08-2022,1.0000902520851895,1.002596783062311,0.9932707375008738,0.9938183487165828,514728212.8450704,7746867024.392411
May-07-2022,1.0013418735374946,1.0017751249968017,0.9999156850552908,1.0001847704126383,399870647.5,8086572760.058186
May-06-2022,1.00027380969476,1.0020670797248787,0.999993793914608,1.0016078891716285,282305885.4166667,8467265085.223263
May-05-2022,1.00049573145057,1.0019543372198445,0.9994210439785528,1.0005195773622373,356911373.2777778,8522670095.059568
May-04-2022,1.0010663455291493,1.0014440891389524,0.999972197592134,1.0005158554809437,309834608.11149824,8546952136.6794815
May-03-2022,1.0006392106011908,1.0019181009519107,1.0002153763451835,1.0010652049269286,241870086.17142856,8618662432.537277
May-02-2022,1.0002981554662624,1.0011363577108865,1.000071695169834,1.0005490032432929,250691867.55555555,8675772886.592194
May-01-2022,1.0008632092019674,1.0017563122147366,1.00005960192576,1.000335058802638,228349817.5135135,8751545225.787174
Apr-30-2022,1.0007702061746817,1.0024899132673224,0.9998627626033244,1.000731034891757,238418101.04659498,8804234867.698036
Apr-29-2022,1.0008178870310376,1.0021413969700328,0.9998214312476748,1.000642974246442,236587455.66666666,8852379527.477318
Apr-28-2022,1.0006208507972305,1.0019944439734636,0.9984351315528162,1.0006291175643829,211135007.05555555,8922762053.683577
Apr-27-2022,0.99890830907227,1.0032717504665174,0.99890830907227,1.0008944279075656,205224639.04895106,8968925350.21783
Apr-26-2022,1.0013011581542075,1.0020759877752667,1.0001454380331096,1.0007547561522807,285814954.6666667,8995770045.999094
Apr-25-2022,1.0003342314506385,1.0016346954755584,0.9995752580519414,1.0014578047431206,249688653.1111111,9029341589.489937
Apr-24-2022,1.0011631235283054,1.0029735235828685,1.0000114437194552,1.0006181556573963,186192176.19512194,9095399290.492668
