Apr-30-2022,78.1463255425695,82.35046801276744,77.34859466089826,82.2711,2912370198.0215054,27670034862.76741
Apr-29-2022,85.10375868237053,86.2824,76.7116,78.38195414277845,2341130507.111111,28692395844.93357
Apr-28-2022,89.0934,89.55571274134942,84.2544,84.90255379967101,3124456587.5555553,29868862468.200253
Apr-27-2022,89.0394,92.2503,87.4506,88.6656,2741257378.909091,31001220369.779633
Apr-26-2022,88.43,90.5279,87.62365504961627,89.06556902991845,3903270783.111111,30791975356.410122
Apr-25-2022,96.84744354937946,97.24889430892114,86.9458144734395,88.30397370618971,4105704519.111111,32453390047.67149
Apr-24-2022,90.50689669525384,97.2659,87.5699,97.06952797362614,3323104818.3972125,31858416155.07059
Apr-23-2022,89.2624,92.2238,88.9418,90.42830624591608,1985675825.3333333,31736256042.332554
Apr-22-2022,93.5338,93.9491406910076,89.32303266843905,89.3454,3119045138.6666665,32232982225.220737
Apr-21-2022,90.67972695393523,96.64794575096465,90.67972695393523,93.6804,3067923342.3847055,32911747580.613335
Apr-20-2022,94.8643852325444,98.99775207076398,90.0211465640679,90.61326476983186,2161614646.29619,33671504382.622395
Apr-19-2022,95.71395938869361,96.66328339045616,94.10055427556503,94.8643852325444,2285215171.1032224,33632458936.98134
Apr-18-2022,91.15005208945713,95.71395938869361,88.88985144708298,95.71395938869361,3047688439.41138,32482458912.47263
Apr-17-2022,77.42162559120054,91.15005208945713,76.0567239122081,91.15005208945713,1930855168.5262434,29171944612.93539
Apr-16-2022,81.05254030215846,82.35912717051168,77.42162559120054,77.42162559120054,896285406.9857262,29013298530.88109
Apr-15-2022,80.3496141479117,81.71725433568842,80.3496141479117,81.05254030215846,1005708595.2584913,28983209928.501484
Apr-14-2022,81.67575260339214,82.29697574655827,80.13367732606996,80.3496141479117,1654822323.651722,29261104862.64431
Apr-13-2022,87.85150957526314,89.68287886949794,81.1020811418243,81.67575260339214,1910793928.8804877,30653513858.206062
Apr-12-2022,84.57206595034742,87.85150957526314,83.6749649894383,87.85150957526314,2084736569.2488546,30288847280.277626
Apr-11-2022,82.39863959874687,87.98275939405177,81.63312146949616,84.57206595034742,2897157338.1205654,29867398335.643265
Apr-10-2022,92.58947577407795,92.58947577407795,81.42868700469793,82.39863959874687,2436331698.1435323,30864494529.77307
Apr-09-2022,97.23776575054052,97.23776575054052,92.58947577407795,92.58947577407795,1605370824.2040865,33697769138.329624
Apr-08-2022,94.29481479834868,97.23776575054052,93.15260709087508,97.23776575054052,2948451430.1985426,33566042890.126358
Apr-07-2022,103.4813137406892,105.96033979369044,94.29481479834868,94.29481479834868,2984766031.227033,35748845139.90099
Apr-06-2022,107.75930742004698,109.27912945904961,101.88632644557282,103.4813137406892,3193458988.892695,37229919637.5961
Apr-05-2022,116.2920320424107,117.6585822907793,107.10825157002706,107.75930742004698,3183372908.4490027,39622875789.87093
Apr-04-2022,116.46469569660715,119.0074818741826,115.06743540988104,116.2920320424107,2579393276.5560684,41052466925.28028
Apr-03-2022,112.95780735683275,116.86960331784029,110.31047216342179,116.46469569660715,2125683203.0034091,40031438420.29551
Apr-02-2022,115.39050518516812,117.38106603044288,112.17084637820598,112.95780735683275,2766435636.636202,40422198005.386734
Apr-01-2022,105.74062014785123,116.04161397604938,105.74062014785123,115.39050518516812,2367186315.285074,39328735618.27968
Mar-31-2022,103.13665492937098,107.31943361194256,99.23681282781928,105.74062014785123,2294256171.7648854,36744021478.04117
Mar-30-2022,106.10216613987808,108.43840259257654,102.58027471989624,103.13665492937098,2291253528.438944,37565018896.94667
Mar-29-2022,108.82747382417814,110.90632899377091,105.34730715641483,106.10216613987808,3142834101.290058,37934452639.14268
Mar-28-2022,97.32800589584217,108.82747382417814,97.32800589584217,108.82747382417814,3384037047.2956867,37172417472.07628
Mar-27-2022,94.03801590029448,100.52143327761881,93.24207350392295,97.32800589584217,1623397447.8840525,34157812475.500828
Mar-26-2022,91.39518552996661,94.03801590029448,90.22752679901849,94.03801590029448,841714630.4376822,32447455904.84028
Mar-25-2022,90.3070484949577,91.56092420316176,89.0122796850062,91.39518552996661,1292166000.2438521,32282173818.408768
Mar-24-2022,93.79951837610466,94.10276203068867,90.19167799307343,90.3070484949577,1439392271.0439062,33233246485.899857
Mar-23-2022,94.80007195678095,95.28214576756365,92.62879295821315,93.79951837610466,1353176807.848383,33910831567.93096
Mar-22-2022,92.98001768722855,96.10214923862841,92.68505036838083,94.80007195678095,1315222747.1512918,34007218491.04937
Mar-21-2022,95.85428822402812,95.85428822402812,92.6142363141584,92.98001768722855,2078073587.4101055,33979046499.333157
Mar-20-2022,90.5348700078766,97.11572432132002,90.5348700078766,95.85428822402812,1854271444.8102973,34458735975.41165
Mar-19-2022,92.14963195704479,94.04210256735631,90.32759353753724,90.5348700078766,1594812428.654975,33585029999.63762
Mar-18-2022,88.36904784825367,93.0607643218097,87.95414797339679,92.14963195704479,1887998380.8615782,33019436720.385918
Mar-17-2022,86.99451474862828,88.36904784825367,83.10995182887831,88.36904784825367,1652233675.6382427,31336266773.2686
Mar-16-2022,89.12331310161113,89.73177829519466,86.99451474862828,86.99451474862828,1935231922.908366,32433006664.212498
Mar-15-2022,88.71483176572745,90.09265681439724,87.19246991650067,89.12331310161113,2537880783.9021587,32828170124.666546
Mar-14-2022,94.62739022440961,94.97275338926949,88.51878048899282,88.71483176572745,2513734719.5076456,34024539261.027805
Mar-13-2022,87.43673318871816,94.62739022440961,87.43673318871816,94.62739022440961,2432057678.4915,33968515467.08265
